,Id,Model,Age_08_04,Mfg_Month,Mfg_Year,KM,Fuel_Type,HP,Met_Color,Color,Automatic,CC,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Parking_Assistant,Tow_Bar,After_2002,vvt,Premium_option,Predicted
197,671,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,67,2,1999,108793,Petrol,110,1,Silver,0,1600,4,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,3.0,8427.67639347
198,675,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,62,7,1999,105000,Petrol,86,0,Black,0,1300,5,4,5,69,1040,0,0,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,4.2,8745.25051407
199,677,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,67,2,1999,104000,Petrol,86,0,Grey,0,1300,3,4,5,69,1020,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,4.2,8072.69109674
200,679,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,58,11,1999,103458,Petrol,86,1,Red,0,1300,3,4,5,69,1025,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,4.2,8963.00057512
201,680,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,63,6,1999,103400,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,4.2,9529.06097673
202,683,TOYOTA Corolla 2.0 LB LINEA TERRA D 4/5-Doors,57,12,1999,102300,Diesel,72,1,Blue,0,2000,5,4,5,185,1135,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0.0,9461.21603278
203,687,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,63,6,1999,101469,Petrol,110,1,Blue,0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,4.2,9445.55245051
204,694,TOYOTA Corolla 1.3 Linea Terra sedan Comf. 4/5-Doors,64,5,1999,98291,Petrol,86,0,Green,0,1300,4,4,5,69,1000,0,1,12,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,2.0,7880.41440257
205,697,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,4,1999,97173,Petrol,86,0,Blue,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1.0,7831.52929968
206,699,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,67,2,1999,96000,Petrol,110,1,Black,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,2.0,8667.03328231
207,701,TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,67,2,1999,95750,Petrol,110,1,Green,0,1600,5,4,5,85,1070,0,1,6,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2.2,8933.42805418
208,704,TOYOTA Corolla 1.6-16v Linea Terra 2/3-Doors,65,4,1999,95000,Petrol,110,1,Silver,0,1600,3,4,5,69,1050,0,1,6,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1.0,8716.45834827
209,709,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,68,1,1999,93296,Petrol,110,1,Silver,0,1600,5,4,5,85,1090,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,6.2,9716.84526259
210,712,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,61,8,1999,92498,Petrol,110,1,Green,0,1600,3,4,5,69,1050,1,1,3,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,3.2,9455.24505706
211,714,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,68,1,1999,91505,Diesel,72,0,Red,0,2000,3,4,5,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.0,8555.33764277
212,715,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,64,5,1999,91333,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,2.2,9050.14762386
213,717,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,58,11,1999,91000,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,4.2,10195.3656407
214,722,TOYOTA Corolla 1.6 Linea Luna Wagon Stationwagen,63,6,1999,89000,Petrol,110,1,White,0,1600,5,4,5,85,1085,0,0,6,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2.2,9587.12475201
215,725,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,62,7,1999,88667,Petrol,110,1,Red,0,1600,4,4,5,69,1040,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,4.2,9462.65146725
216,727,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,61,8,1999,88127,Petrol,86,0,Red,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1.0,8349.84182418
217,730,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,59,10,1999,87654,Petrol,86,1,Green,1,1300,5,4,5,85,1065,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,3.0,9421.71515947
218,731,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,59,10,1999,86888,Petrol,110,1,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,2.2,9582.37133909
219,735,TOYOTA Corolla 1.6 Terra HB 2/3-Doors,62,7,1999,85000,Petrol,110,1,Silver,0,1600,3,4,5,69,1050,0,0,6,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,2.2,9339.811305
220,739,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,7,1999,84549,Petrol,110,0,Silver,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,4.2,9938.25392865
221,742,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,67,2,1999,83560,Petrol,86,0,Red,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,2.0,8028.40529019
222,744,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,64,5,1999,82723,Petrol,86,0,Blue,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.0,8166.5437154
223,750,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,66,3,1999,81250,Petrol,110,0,Grey,0,1600,3,4,5,19,1050,0,0,3,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,3.2,9187.52572008
224,757,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,59,10,1999,80430,Petrol,110,1,Black,0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,4.2,10166.0061213
225,762,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,65,4,1999,80086,Petrol,110,1,Red,0,1600,4,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1.0,8793.74965093
226,765,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,65,4,1999,80000,Petrol,86,1,Black,0,1300,2,4,5,19,1015,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,8120.97897071
227,772,TOYOTA Corolla 2.0 D Linea luna Wagon Stationwagen,59,10,1999,78750,Diesel,90,1,Silver,0,1975,5,4,5,210,1155,0,0,6,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,2.2,10569.6938309
228,776,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,61,8,1999,78063,Petrol,107,1,Green,1,1600,5,4,5,85,1100,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1.0,9892.78638521
229,778,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,68,1,1999,77695,Petrol,110,1,Grey,0,1600,4,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1.0,8559.66764541
230,782,TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,68,1,1999,77008,Petrol,86,1,Violet,0,1300,3,4,5,69,1015,1,1,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,7897.02677665
231,785,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,67,2,1999,76569,Petrol,86,1,Black,0,1300,3,4,5,69,1020,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,4.2,8535.03861471
232,787,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,65,4,1999,76155,Petrol,110,1,Red,0,1600,4,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,2.0,9010.35765766
233,788,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,61,8,1999,75609,Petrol,86,1,Silver,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.0,8560.83180741
234,789,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,62,7,1999,75569,Diesel,72,1,Green,0,2000,3,4,5,185,1120,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,4.2,9911.85385547
235,791,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,68,1,1999,75000,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,4.2,9550.4373573
236,794,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,66,3,1999,74963,Petrol,107,0,Blue,1,1600,3,4,5,85,1085,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,4.2,9794.77412818
237,798,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,60,9,1999,74720,Petrol,110,1,Red,0,1600,5,4,5,85,1085,1,1,3,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,3.2,10252.5465414
238,801,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,68,1,1999,74308,Petrol,110,0,Red,0,1600,3,4,5,69,1050,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.2,8971.25991585
239,805,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,61,8,1999,73894,Petrol,110,1,Black,0,1600,3,4,6,85,1065,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,4.2,10093.2485029
240,807,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,64,5,1999,73376,Petrol,110,0,Red,0,1600,5,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,4.2,9885.62491376
241,811,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,67,2,1999,72880,Petrol,86,1,Black,0,1332,3,4,5,69,1015,0,1,3,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,2.0,8208.41591656
242,815,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,59,10,1999,71366,Petrol,110,0,Black,0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,4.2,10318.7791847
243,818,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,60,9,1999,70954,Petrol,110,0,Green,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1.0,9579.05549865
244,819,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,63,6,1999,70908,Petrol,86,0,Red,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,2.0,8839.60746616
245,821,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,67,2,1999,70552,Petrol,110,0,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,4.2,9716.86878754
246,827,TOYOTA Corolla 1.6 16v Linea Luna 2/3-Doors,67,2,1999,70000,Petrol,107,1,Silver,1,1587,3,4,5,19,1065,0,0,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,4.2,9554.85363855
247,830,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,58,11,1999,69022,Petrol,86,1,Black,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,4.0,9629.40199472
248,831,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,67,2,1999,69000,Petrol,110,1,Black,0,1600,3,4,6,85,1065,0,1,3,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,3.0,9446.5507
249,834,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,63,6,1999,68453,Petrol,110,1,Red,0,1600,5,4,5,85,1070,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1.0,9578.93831785
250,838,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,4,1999,68000,Petrol,86,1,Black,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1.0,8323.23810146
251,844,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,68,1,1999,66785,Petrol,86,0,Blue,1,1300,3,4,5,69,1045,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1.0,8417.50087515
252,846,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,61,8,1999,66259,Petrol,110,1,Black,0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,4.2,10221.9358749
253,848,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,65,4,1999,66000,Petrol,86,1,Green,0,1300,3,4,5,69,1015,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,2.0,8507.29924307
254,861,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,60,9,1999,64914,Petrol,110,1,Grey,0,1600,5,4,5,85,1070,0,1,3,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0.0,9762.61875733
255,862,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,7,1999,64797,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,4.2,10271.1724579
256,868,TOYOTA Corolla LIFTBACK 1.6 Linea Sol 4/5-Doors,68,1,1999,64000,Petrol,110,0,Red,0,1600,5,4,5,85,1075,0,1,6,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,3.2,9585.49027401
257,872,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,65,4,1999,63000,Petrol,86,1,Black,1,1300,5,4,5,85,1065,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,3.0,9288.49226895
258,876,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,67,2,1999,62316,Petrol,110,1,Grey,0,1600,3,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,3.0,9385.12594882
259,877,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,68,1,1999,62292,Petrol,110,1,Black,0,1600,3,4,6,85,1065,0,1,3,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,3.0,9468.15284165
260,880,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,66,3,1999,62135,Petrol,86,1,Green,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1.0,8562.74232186
261,882,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,60,9,1999,61977,Petrol,86,1,Silver,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1.0,8882.05889238
262,886,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,68,1,1999,61504,Petrol,110,1,Green,0,1600,4,4,5,69,1035,1,0,12,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,3.0,9133.26835054
263,889,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,7,1999,61254,Petrol,110,0,Red,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,4.2,10330.8894662
264,897,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,4,1999,60724,Petrol,86,1,Red,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0,8445.87455441
265,899,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,61,8,1999,60532,Petrol,110,1,Red,0,1600,3,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,3.0,9963.95941424
266,907,TOYOTA Corolla 1.6 VVTi Linea Luna Lift 4/5-Doors,65,4,1999,59000,Petrol,110,0,Green,0,1600,5,4,5,19,1075,0,0,12,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,3.2,10151.2397472
267,914,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,60,9,1999,58269,Petrol,110,1,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1.0,9792.86025479
268,915,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,64,5,1999,58136,Petrol,110,1,Black,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,4.2,10200.5217055
269,918,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,58,11,1999,58000,Petrol,110,1,Black,0,1600,3,4,5,69,1050,0,1,3,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,3.2,10311.0884854
270,928,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,63,6,1999,57000,Petrol,86,1,Green,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.0,8923.67451222
271,929,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,59,10,1999,56259,Petrol,86,0,Red,0,1300,3,4,5,69,1015,0,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0,8919.54479415
272,931,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,67,2,1999,56074,Petrol,86,0,Red,0,1300,4,4,5,69,1000,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,8167.24545568
273,933,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,57,12,1999,55844,Petrol,86,1,Blue,0,1300,5,4,5,69,1045,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,4.2,10089.1025912
274,935,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,58,11,1999,55478,Petrol,86,0,Red,0,1300,5,4,5,69,1045,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,4.2,10003.8107823
275,937,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,65,4,1999,55061,Petrol,110,1,Grey,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,3.0,9922.44065585
276,940,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,63,6,1999,54936,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,4.2,10345.9181861
277,943,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,60,9,1999,54554,Petrol,110,1,Black,0,1600,3,4,6,85,1065,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,4.2,10510.6835144
278,948,TOYOTA Corolla 2/3-Doors,57,12,1999,54000,Petrol,110,1,Black,0,1600,3,4,5,19,1135,0,0,3,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,3.2,11456.4397345
279,955,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,57,12,1999,52548,Petrol,110,0,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,4.2,10644.7935494
280,960,TOYOTA Corolla 1.6 Linea Luna Aut. 4/5-Doors,58,11,1999,51421,Petrol,110,0,Silver,1,1600,5,4,3,85,1105,0,0,6,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,2.0,10879.8601625
281,963,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,61,8,1999,50925,Petrol,110,1,Grey,0,1600,5,4,5,85,1070,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1.0,10057.2929131
282,965,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,59,10,1999,50469,Petrol,110,1,Black,0,1600,5,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,2.2,10428.3217287
283,967,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,7,1999,50000,Petrol,110,1,Blue,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,6.2,10821.277394
284,969,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,67,2,1999,49585,Petrol,110,0,Red,0,1600,5,4,5,85,1085,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1.0,9705.19732835
285,974,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,62,7,1999,47750,Petrol,86,1,Blue,0,1300,5,4,5,69,1040,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,4.2,9710.19511704
286,979,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,60,9,1999,47060,Petrol,110,0,Grey,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.2,9988.12559461
287,986,TOYOTA Corolla 1.6 GTSi HB 2/3-Doors,57,12,1999,45000,Petrol,110,1,Black,0,1600,3,4,5,69,1050,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,10140.5391395
288,989,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,63,6,1999,45000,Petrol,110,1,Violet,0,1600,4,4,5,69,1035,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,9417.6917778
289,993,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,68,1,1999,44458,Petrol,86,0,Red,0,1300,3,4,5,69,1015,1,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0.0,8295.30338234
290,994,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,59,10,1999,43818,Petrol,110,0,Red,0,1600,5,4,5,85,1070,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2.2,10540.4238519
291,995,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,60,9,1999,43426,Petrol,110,1,Green,0,1600,5,4,5,85,1070,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1.0,10275.1487273
292,996,TOYOTA Corolla 1.6 Lin.Terra Aut. 4/5-Doors,58,11,1999,43000,CNG,110,1,Silver,1,1600,4,4,3,72,1114,0,0,3,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,3.0,11276.5966462
293,997,TOYOTA Corolla 1.6 SD TERRA 4/5-Doors,68,1,1999,43000,Petrol,110,1,Silver,0,1600,5,4,5,69,1035,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,9144.4493572
294,1002,TOYOTA Corolla 1.6 LB Linea Terra 4/5-Doors,63,6,1999,41586,Petrol,110,1,Blue,0,1600,5,4,5,19,1114,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,10392.0720921
295,1004,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,57,12,1999,40214,Petrol,86,0,Red,0,1300,3,4,5,69,1025,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,4.2,10120.4343263
296,1008,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,7,1999,39000,Petrol,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,4.2,10705.9790242
